Level,Hierarchical_structure,Code,Class_title,Class_definition
4,Subclass (Field),RDF5050111,Environmental and natural resources law,This subclass comprises research and experimental development in environmental and natural resources law.
4,Subclass (Field),RDF5050112,Equity and trusts law,This subclass comprises research and experimental development in equity and trusts law.
4,Subclass (Field),RDF5050113,"Family law, children's law and elder law","This subclass comprises research and experimental development in family law, children's law and elder law."
4,Subclass (Field),RDF5050114,Human rights,This subclass comprises research and experimental development in human rights.
4,Subclass (Field),RDF5050115,Intellectual property law,This subclass comprises research and experimental development in intellectual property law.
4,Subclass (Field),RDF5050116,Tax law,This subclass comprises research and experimental development in tax law.
4,Subclass (Field),RDF5050117,"Torts, private obligations and product liability law","This subclass comprises research and experimental development in torts, private obligations and product liability law."
4,Subclass (Field),RDF5050118,"Labour, employment, compensation and pension law","This subclass comprises research and experimental development in labour, employment, compensation and pension law."
4,Subclass (Field),RDF5050119,Property law (except intellectual property law),This subclass comprises research and experimental development in property law (except intellectual property law).
4,Subclass (Field),RDF5050120,Consumer law,This subclass comprises research and experimental development in consumer law.
4,Subclass (Field),RDF5050121,Health law,This subclass comprises research and experimental development in health law.
4,Subclass (Field),RDF5050122,Law and technology,This subclass comprises research and experimental development in law and technology.
4,Subclass (Field),RDF5050123,Law and society,This subclass comprises research and experimental development in law and society.
4,Subclass (Field),RDF5050124,Cyberlaw and cyberjustice,This subclass comprises research and experimental development in cyberlaw and cyberjustice.
4,Subclass (Field),RDF5050125,Outer space law and policy,This subclass comprises research and experimental development in outer space law and policy.
4,Subclass (Field),RDF5050199,"Law (except legal practice and international law), n.e.c.","This subclass comprises research and experimental development in law (except legal practice and international law), n.e.c."
3,Class,RDF50502,Legal practice,This class comprises research and experimental development in legal practice.
4,Subclass (Field),RDF5050201,Legal institutions (including courts and justice systems),This subclass comprises research and experimental development in legal institutions (including courts and justice systems).
4,Subclass (Field),RDF5050202,Lawyering and the legal profession,This subclass comprises research and experimental development in lawyering and the legal profession.
4,Subclass (Field),RDF5050203,"Legal theory, jurisprudence and legal interpretation","This subclass comprises research and experimental development in legal theory, jurisprudence and legal interpretation."
4,Subclass (Field),RDF5050204,"Litigation, adjudication and dispute resolution","This subclass comprises research and experimental development in litigation, adjudication and dispute resolution."
4,Subclass (Field),RDF5050205,Access to justice,This subclass comprises research and experimental development in access to justice.
4,Subclass (Field),RDF5050299,"Legal practice, n.e.c.","This subclass comprises research and experimental development in legal practice, n.e.c."
3,Class,RDF50503,International law,This class comprises research and experimental development in international law.
4,Subclass (Field),RDF5050301,Public international law (except international trade law),This subclass comprises research and experimental development in public international law (except international trade law).
4,Subclass (Field),RDF5050302,International trade law,This subclass comprises research and experimental development in international trade law.
4,Subclass (Field),RDF5050303,Private international law,This subclass comprises research and experimental development in private international law.
4,Subclass (Field),RDF5050399,"International law, n.e.c.","This subclass comprises research and experimental development in international law, n.e.c."
2,Group,RDF506,Political science and policy administration,This group comprises research and experimental development in political science and policy administration.
3,Class,RDF50601,Political science,This class comprises research and experimental development in political science.
4,Subclass (Field),RDF5060101,Canadian politics and government,This subclass comprises research and experimental development in Canadian politics and government.
4,Subclass (Field),RDF5060102,Indigenous politics,This subclass comprises research and experimental development in indigenous politics.
4,Subclass (Field),RDF5060103,Political theory,This subclass comprises research and experimental development in political theory.
4,Subclass (Field),RDF5060104,Comparative politics,This subclass comprises research and experimental development in comparative politics.
4,Subclass (Field),RDF5060105,International relations,This subclass comprises research and experimental development in international relations.
4,Subclass (Field),RDF5060106,Political methodology,This subclass comprises research and experimental development in political methodology.
4,Subclass (Field),RDF5060107,Political areas studies,This subclass comprises research and experimental development in political areas studies.
4,Subclass (Field),RDF5060108,Specialized politics,This subclass comprises research and experimental development in specialized politics.
4,Subclass (Field),RDF5060109,Political behaviour and election studies,This subclass comprises research and experimental development in political behaviour and election studies.
4,Subclass (Field),RDF5060110,Social movements and democracy,This subclass comprises research and experimental development in social movements and democracy.
4,Subclass (Field),RDF5060111,Politics of outer space,This subclass comprises research and experimental development in politics of outer space.
4,Subclass (Field),RDF5060199,"Political science, n.e.c.","This subclass comprises research and experimental development in political science, n.e.c."
3,Class,RDF50602,Policy and policy administration,This class comprises research and experimental development in policy and policy administration.
4,Subclass (Field),RDF5060201,Indigenous policy and policy administration,This subclass comprises research and experimental development in indigenous policy and policy administration.
4,Subclass (Field),RDF5060202,Studies related to the Truth and Reconciliation Commission of Canada,This subclass comprises research and experimental development in studies related to the Truth and Reconciliation Commission of Canada.
4,Subclass (Field),RDF5060203,Arts and cultural policy,This subclass comprises research and experimental development in arts and cultural policy.
4,Subclass (Field),RDF5060204,Communication and media policy,This subclass comprises research and experimental development in communication and media policy.
4,Subclass (Field),RDF5060205,Crime policy,This subclass comprises research and experimental development in crime policy.
4,Subclass (Field),RDF5060206,Public security policy,This subclass comprises research and experimental development in public security policy.
4,Subclass (Field),RDF5060207,Cybersecurity policy,This subclass comprises research and experimental development in cybersecurity policy.
4,Subclass (Field),RDF5060208,Economic development policy,This subclass comprises research and experimental development in economic development policy.
4,Subclass (Field),RDF5060209,International cooperation and development policies,This subclass comprises research and experimental development in international cooperation and development policies.
4,Subclass (Field),RDF5060210,Ecological policy,This subclass comprises research and experimental development in ecological policy.
4,Subclass (Field),RDF5060211,Educational policy,This subclass comprises research and experimental development in educational policy.
4,Subclass (Field),RDF5060212,Environmental policy,This subclass comprises research and experimental development in environmental policy.
4,Subclass (Field),RDF5060213,Health policy,This subclass comprises research and experimental development in health policy.
4,Subclass (Field),RDF5060214,Public administration,This subclass comprises research and experimental development in public administration.
4,Subclass (Field),RDF5060215,Public policy,This subclass comprises research and experimental development in public policy.
4,Subclass (Field),RDF5060216,"Research, science and technology policy","This subclass comprises research and experimental development in research, science and technology policy."
4,Subclass (Field),RDF5060217,Social policy,This subclass comprises research and experimental development in social policy.
4,Subclass (Field),RDF5060218,Tourism policy,This subclass comprises research and experimental development in tourism policy.
4,Subclass (Field),RDF5060219,Urban policy,This subclass comprises research and experimental development in urban policy.
4,Subclass (Field),RDF5060220,Employment policy,This subclass comprises research and experimental development in employment policy.
4,Subclass (Field),RDF5060299,"Policy and policy administration, n.e.c.","This subclass comprises research and experimental development in policy and policy administration, n.e.c."
2,Group,RDF507,Social and economic geography,This group comprises research and experimental development in social and economic geography.
3,Class,RDF50701,Human geography,This class comprises research and experimental development in human geography.
4,Subclass (Field),RDF5070101,Economic geography,This subclass comprises research and experimental development in economic geography.
4,Subclass (Field),RDF5070102,Development geography,This subclass comprises research and experimental development in development geography.
4,Subclass (Field),RDF5070103,"Recreation, leisure and tourism geography","This subclass comprises research and experimental development in recreation, leisure and tourism geography."
4,Subclass (Field),RDF5070104,Social and cultural geography,This subclass comprises research and experimental development in social and cultural geography.
4,Subclass (Field),RDF5070105,Population geography,This subclass comprises research and experimental development in population geography.
4,Subclass (Field),RDF5070106,Health geography,This subclass comprises research and experimental development in health geography.
4,Subclass (Field),RDF5070107,Political geography,This subclass comprises research and experimental development in political geography.
4,Subclass (Field),RDF5070108,Transportation geography,This subclass comprises research and experimental development in transportation geography.
4,Subclass (Field),RDF5070109,Regional geography,This subclass comprises research and experimental development in regional geography.
4,Subclass (Field),RDF5070110,Historical geography,This subclass comprises research and experimental development in historical geography.
4,Subclass (Field),RDF5070111,Environmental geography,This subclass comprises research and experimental development in environmental geography.
4,Subclass (Field),RDF5070112,Behavioural geography,This subclass comprises research and experimental development in behavioural geography.
4,Subclass (Field),RDF5070199,"Human geography, n.e.c.","This subclass comprises research and experimental development in human geography, n.e.c."
3,Class,RDF50702,Urban and regional planning,This class comprises research and experimental development in urban and regional planning.
4,Subclass (Field),RDF5070201,Community planning,This subclass comprises research and experimental development in community planning.
4,Subclass (Field),RDF5070202,History and theory of the built environment (except architecture),This subclass comprises research and experimental development in history and theory of the built environment (except architecture).
4,Subclass (Field),RDF5070203,Housing market development and management,This subclass comprises research and experimental development in housing market development and management.
4,Subclass (Field),RDF5070204,Land use and environmental planning,This subclass comprises research and experimental development in land use and environmental planning.
4,Subclass (Field),RDF5070205,Regional analysis and development,This subclass comprises research and experimental development in regional analysis and development.
4,Subclass (Field),RDF5070206,Transport planning,This subclass comprises research and experimental development in transport planning.
4,Subclass (Field),RDF5070207,Urban analysis and development,This subclass comprises research and experimental development in urban analysis and development.
4,Subclass (Field),RDF5070208,Urban design and studies,This subclass comprises research and experimental development in urban design and studies.
4,Subclass (Field),RDF5070209,Landscape studies (except architecture),"This subclass comprises research and experimental development in landscape studies, except architecture."
4,Subclass (Field),RDF5070210,Smart city design and development and related analysis,This subclass comprises research and experimental development in smart city design and development and related analysis.
4,Subclass (Field),RDF5070299,"Urban and regional planning, n.e.c.","This subclass comprises research and experimental development in urban and regional planning, n.e.c."
3,Class,RDF50799,Other social and human geography,This class comprises research and experimental development in other social and human geography.
4,Subclass (Field),RDF5079999,Other social and human geography,"This subclass comprises research and experimental development in other social and human geography, n.e.c."
2,Group,RDF508,Media and communications,This group comprises research and experimental development in media and communications.
3,Class,RDF50801,Communication and media studies,This class comprises research and experimental development in communication and media studies.
4,Subclass (Field),RDF5080101,General communication studies,This subclass comprises research and experimental development in general communication studies.
4,Subclass (Field),RDF5080102,Communication technology and digital media studies,This subclass comprises research and experimental development in communication technology and digital media studies.
4,Subclass (Field),RDF5080103,International and development communication,This subclass comprises research and experimental development in international and development communication.
4,Subclass (Field),RDF5080104,Media studies (except social media and digital media),This subclass comprises research and experimental development in media studies (except social media and digital media).
4,Subclass (Field),RDF5080105,"Organizational, interpersonal and intercultural communication","This subclass comprises research and experimental development in organizational, interpersonal and intercultural communication."
4,Subclass (Field),RDF5080106,Social media studies,This subclass comprises research and experimental development in social media studies.
4,Subclass (Field),RDF5080107,Public relations studies,This subclass comprises research and experimental development in public relations studies.
4,Subclass (Field),RDF5080108,Political communication studies,This subclass comprises research and experimental development in political communication studies.
4,Subclass (Field),RDF5080199,"Communication and media studies, n.e.c.","This subclass comprises research and experimental development in communication and media studies, n.e.c."
3,Class,RDF50802,"Film, television and digital media","This class comprises research and experimental development in film, television and digital media."
4,Subclass (Field),RDF5080201,Cinema studies,This subclass comprises research and experimental development in cinema studies.
4,Subclass (Field),RDF5080202,Television studies,This subclass comprises research and experimental development in television studies.
4,Subclass (Field),RDF5080203,Interactive media studies,This subclass comprises research and experimental development in interactive media studies.
4,Subclass (Field),RDF5080204,Computer gaming and animation studies,This subclass comprises research and experimental development in computer gaming and animation studies.
4,Subclass (Field),RDF5080299,"Film, television and digital media, n.e.c.","This subclass comprises research and experimental development in film, television and digital media, n.e.c."
3,Class,RDF50803,Journalism and professional writing,This class comprises research and experimental development in journalism and professional writing.
4,Subclass (Field),RDF5080301,Journalism studies,This subclass comprises research and experimental development in journalism studies.
4,Subclass (Field),RDF5080302,Rhetoric and writing studies,This subclass comprises research and experimental development in rhetoric and writing studies.
4,Subclass (Field),RDF5080303,Professional writing,This subclass comprises research and experimental development in professional writing.
4,Subclass (Field),RDF5080304,Technical writing,This subclass comprises research and experimental development in technical writing.
4,Subclass (Field),RDF5080399,"Journalism and professional writing, n.e.c.","This subclass comprises research and experimental development in journalism and professional writing, n.e.c."
3,Class,RDF50899,Other media and communication,This class comprises research and experimental development in other media and communication.
4,Subclass (Field),RDF5089999,Other media and communication,"This subclass comprises research and experimental development in other media and communication, n.e.c."
2,Group,RDF509,Other social sciences,This group comprises research and experimental development in other social sciences.
3,Class,RDF50901,Anthropology,This class comprises research and experimental development in anthropology.
4,Subclass (Field),RDF5090101,Developmental anthropology,This subclass comprises research and experimental development in developmental anthropology.
4,Subclass (Field),RDF5090102,Biological (physical) anthropology,This subclass comprises research and experimental development in biological (physical) anthropology.
4,Subclass (Field),RDF5090103,Linguistic anthropology,This subclass comprises research and experimental development in linguistic anthropology.
4,Subclass (Field),RDF5090104,Social and cultural anthropology,This subclass comprises research and experimental development in social and cultural anthropology.
4,Subclass (Field),RDF5090105,Medical anthropology,This subclass comprises research and experimental development in medical anthropology.
4,Subclass (Field),RDF5090106,Anthropology of sex and gender,This subclass comprises research and experimental development in anthropology of sex and gender.
4,Subclass (Field),RDF5090199,"Anthropology, n.e.c.","This subclass comprises research and experimental development in anthropology, n.e.c."
3,Class,RDF50902,Criminology,This class comprises research and experimental development in criminology.
4,Subclass (Field),RDF5090201,Causes and prevention of crime,This subclass comprises research and experimental development in causes and prevention of crime.
4,Subclass (Field),RDF5090202,"Correctional theory, offender treatment and rehabilitation","This subclass comprises research and experimental development in correctional theory, offender treatment and rehabilitation."
4,Subclass (Field),RDF5090203,Courts and sentencing,This subclass comprises research and experimental development in courts and sentencing.
4,Subclass (Field),RDF5090204,Criminological theories,This subclass comprises research and experimental development in criminological theories.
4,Subclass (Field),RDF5090205,"Police administration, procedures and practice","This subclass comprises research and experimental development in police administration, procedures and practice."
4,Subclass (Field),RDF5090206,Private policing and security services,This subclass comprises research and experimental development in private policing and security services.
4,Subclass (Field),RDF5090207,Juvenile delinquency,This subclass comprises research and experimental development in juvenile delinquency.
4,Subclass (Field),RDF5090208,Cybercrime,This subclass comprises research and experimental development in cybercrime.
4,Subclass (Field),RDF5090299,"Criminology, n.e.c.","This subclass comprises research and experimental development in criminology, n.e.c."
3,Class,RDF50903,Demography,This class comprises research and experimental development in demography.
4,Subclass (Field),RDF5090301,Family and household demographic studies,This subclass comprises research and experimental development in family and household demographic studies.
4,Subclass (Field),RDF5090302,Fertility,This subclass comprises research and experimental development in fertility.
4,Subclass (Field),RDF5090303,Migration,This subclass comprises research and experimental development in migration.
4,Subclass (Field),RDF5090304,Mortality,This subclass comprises research and experimental development in mortality.
4,Subclass (Field),RDF5090305,Population trends and policies,This subclass comprises research and experimental development in population trends and policies.
4,Subclass (Field),RDF5090399,"Demography, n.e.c.","This subclass comprises research and experimental development in demography, n.e.c."
3,Class,RDF50904,Social work,This class comprises research and experimental development in social work.
4,Subclass (Field),RDF5090401,Clinical social work practice,This subclass comprises research and experimental development in clinical social work practice.
4,Subclass (Field),RDF5090402,"Counselling, welfare and community services","This subclass comprises research and experimental development in counselling, welfare and community services."
4,Subclass (Field),RDF5090499,"Social work, n.e.c.","This subclass comprises research and experimental development in social work, n.e.c."
3,Class,RDF50999,"Other social sciences, n.e.c.","This class comprises research and experimental development in other social sciences, n.e.c."
4,Subclass (Field),RDF5099901,Sexology,This subclass comprises research and experimental development in sexology.
4,Subclass (Field),RDF5099902,Disability studies,This subclass comprises research and experimental development in disability studies.
4,Subclass (Field),RDF5099903,Gender studies,This subclass comprises research and experimental development in gender studies.
4,Subclass (Field),RDF5099904,Family social studies (except demographic aspects),This subclass comprises research and experimental development in family social studies (except demographic aspects).
4,Subclass (Field),RDF5099999,"All other social sciences, n.e.c.","This subclass comprises research and experimental development in all other social sciences, n.e.c."
1,Division,RDF60,Humanities and the arts,"This division comprises research and experimental development in humanities and the arts. Humanities and the arts refer to disciplines concerned with the study of human actions and conditions and the social, economic and institutional mechanisms affecting humans, in the fields of humanities and the arts, which include history, archaelogy and related studies; languages and literature; philosophy (including ethics and religion); arts (including arts and history of arts, performing arts and music), architecture and design; and other humanities. Research consists of systematic investigation carried by means of experiment or analysis to achieve a scientific or technological advance such as acquiring new knowledge of the underlying foundation of phenomena and observable facts. Experimental development consists of new or substantially improved goods, services, systems, methods or processes."
2,Group,RDF601,"History, archaeology and related studies","This group comprises research and experimental development in history, archaeology and related studies."
3,Class,RDF60101,Historical studies,This class comprises research and experimental development in historical studies.
4,Subclass (Field),RDF6010101,Indigenous history,This subclass comprises research and experimental development in indigenous history.
4,Subclass (Field),RDF6010102,Asian history,This subclass comprises research and experimental development in Asian history.
4,Subclass (Field),RDF6010103,Classical Greek and Ancient Rome history,This subclass comprises research and experimental development in Classical Greek and Ancient Rome history.
4,Subclass (Field),RDF6010104,British history,This subclass comprises research and experimental development in British history.
4,Subclass (Field),RDF6010105,"European history (except British, classical Greek and Roman)","This subclass comprises research and experimental development in European history (except British, classical Greek and Roman)."
4,Subclass (Field),RDF6010106,Latin American history,This subclass comprises research and experimental development in Latin American history.
4,Subclass (Field),RDF6010107,Middle Eastern history,This subclass comprises research and experimental development in Middle Eastern history.
4,Subclass (Field),RDF6010108,African history,This subclass comprises research and experimental development in African history.
4,Subclass (Field),RDF6010109,American history,This subclass comprises research and experimental development in American history.
4,Subclass (Field),RDF6010110,Canadian history,This subclass comprises research and experimental development in Canadian history.
4,Subclass (Field),RDF6010111,Medieval history,This subclass comprises research and experimental development in medieval history.
4,Subclass (Field),RDF6010112,History of medicine and health care,This subclass comprises research and experimental development in history of medicine and health care.
4,Subclass (Field),RDF6010113,History of sciences and technology (except medicine and health care),"This subclass comprises research and experimental development in history of sciences and technology, except medicine and health care."
4,Subclass (Field),RDF6010114,Book history (including print culture),This subclass comprises research and experimental development in book history and print culture.
4,Subclass (Field),RDF6010199,"Historical studies, n.e.c.","This subclass comprises research and experimental development in historical studies, n.e.c."
3,Class,RDF60102,Archaeology,This class comprises research and experimental development in archaeology.
4,Subclass (Field),RDF6010201,Archaeometry,This subclass comprises research and experimental development in archaeometry.
4,Subclass (Field),RDF6010202,Historical archaeology (including industrial archaeology),This subclass comprises research and experimental development in historical archaeology (including industrial archaeology).
4,Subclass (Field),RDF6010203,Prehistoric archaeology,This subclass comprises research and experimental development in prehistoric archaeology.
4,Subclass (Field),RDF6010204,Underwater archaeology,This subclass comprises research and experimental development in underwater archaeology.
4,Subclass (Field),RDF6010205,Classical archaeology,This subclass comprises research and experimental development in classical archaeology.
4,Subclass (Field),RDF6010206,Ethno-archaeology,This subclass comprises research and experimental development in ethno-archaeology.
4,Subclass (Field),RDF6010207,Bioarchaeology,This subclass comprises research and experimental development in bioarchaeology.
4,Subclass (Field),RDF6010208,Archaeology of pre-literate societies,This subclass comprises research and experimental development in archaeology of pre-literate societies.
4,Subclass (Field),RDF6010209,Archaeological theory,This subclass comprises research and experimental development in archaeological theory.
4,Subclass (Field),RDF6010210,Paleolithic archaeology,This subclass comprises research and experimental development in paleolithic archaeology.
4,Subclass (Field),RDF6010211,Mortuary archaeology,This subclass comprises research and experimental development in mortuary archaeology.
4,Subclass (Field),RDF6010299,"Archaeology, n.e.c.","This subclass comprises research and experimental development in archaeology, n.e.c."
3,Class,RDF60103,Religion and religious studies,This class comprises research and experimental development in religion and religious studies.
4,Subclass (Field),RDF6010301,Christianity studies (including biblical studies and church history),This subclass comprises research and experimental development in christianity studies (including biblical studies and church history).
4,Subclass (Field),RDF6010302,Comparative religious studies,This subclass comprises research and experimental development in comparative religious studies.
4,Subclass (Field),RDF6010303,Religion and spirituality of Indigenous peoples,This subclass comprises research and experimental development in religion and spirituality of indigenous peoples.
4,Subclass (Field),RDF6010304,Islamic studies,This subclass comprises research and experimental development in Islamic studies.
4,Subclass (Field),RDF6010305,Jewish studies,This subclass comprises research and experimental development in Jewish studies.
4,Subclass (Field),RDF6010306,Religion and society,This subclass comprises research and experimental development in religion and society.
4,Subclass (Field),RDF6010307,Eastern religions,This subclass comprises research and experimental development in Eastern religions.
4,Subclass (Field),RDF6010308,Classical religion,This subclass comprises research and experimental development in classical religion.
4,Subclass (Field),RDF6010399,"Religion and religious studies, n.e.c.","This subclass comprises research and experimental development in religion and religious studies, n.e.c."
3,Class,RDF60199,Other studies related to history and archaeology,This class comprises research and experimental development in other studies related to history and archaeology.
4,Subclass (Field),RDF6019999,Other studies related to history and archaeology,"This subclass comprises research and experimental development in other studies related to history and archaeology, n.e.c."
2,Group,RDF602,Languages and literature,This group comprises research and experimental development in languages and literature.
3,Class,RDF60201,Languages,This class comprises research and experimental development in languages.
4,Subclass (Field),RDF6020101,English language,This subclass comprises research and experimental development in English language.
4,Subclass (Field),RDF6020102,French language,This subclass comprises research and experimental development in French language.
4,Subclass (Field),RDF6020103,Spanish language,This subclass comprises research and experimental development in Spanish language.
4,Subclass (Field),RDF6020104,Chinese language,This subclass comprises research and experimental development in Chinese language.
4,Subclass (Field),RDF6020105,Arabic language,This subclass comprises research and experimental development in Arabic language.
4,Subclass (Field),RDF6020106,African languages,This subclass comprises research and experimental development in African languages.
4,Subclass (Field),RDF6020107,Oceania and Pacific island languages,This subclass comprises research and experimental development in Oceania and Pacific island languages.
4,Subclass (Field),RDF6020108,North American Indigenous languages,This subclass comprises research and experimental development in North American Indigenous languages.
4,Subclass (Field),RDF6020109,Asian languages (except chinese language),This subclass comprises research and experimental development in Asian languages (except chinese language).
4,Subclass (Field),RDF6020110,Other South and Central American languages,This subclass comprises research and experimental development in Other South and Central American languages.
4,Subclass (Field),RDF6020111,Other European languages,This subclass comprises research and experimental development in Other European languages.
4,Subclass (Field),RDF6020112,Comparative language studies,This subclass comprises research and experimental development in comparative language studies.
4,Subclass (Field),RDF6020113,Bilingualism and second language learning,This subclass comprises research and experimental development in bilingualism and second language learning.
4,Subclass (Field),RDF6020199,"Languages, n.e.c.","This subclass comprises research and experimental development in languages, n.e.c."
3,Class,RDF60202,Linguistics,This class comprises research and experimental development in linguistics.
4,Subclass (Field),RDF6020201,Classical linguistics,This subclass comprises research and experimental development in classical linguistics.
4,Subclass (Field),RDF6020202,Computational linguistics,This subclass comprises research and experimental development in computational linguistics.
4,Subclass (Field),RDF6020203,Discourse and pragmatics,This subclass comprises research and experimental development in discourse and pragmatics.
4,Subclass (Field),RDF6020204,Phonetics and speech sciences,This subclass comprises research and experimental development in phonetics and speech sciences.
4,Subclass (Field),RDF6020205,Sociolinguistics,This subclass comprises research and experimental development in sociolinguistics.
4,Subclass (Field),RDF6020206,"Historical linguistics, diachronics, and dialectology","This subclass comprises research and experimental development in historical linguistics, diachronics, and dialectology."
4,Subclass (Field),RDF6020207,Lexicography,This subclass comprises research and experimental development in lexicography.
4,Subclass (Field),RDF6020208,"Linguistic structures (including grammar, phonology, lexicon and semantics)","This subclass comprises research and experimental development in linguistic structures (including grammar, phonology, lexicon and semantics)."
4,Subclass (Field),RDF6020209,Lexicology (including onomastics),This subclass comprises research and experimental development in lexicology (including onomastics).
4,Subclass (Field),RDF6020210,Comparative linguistics,This subclass comprises research and experimental development in comparative linguistics.
4,Subclass (Field),RDF6020299,"Linguistics, n.e.c.","This subclass comprises research and experimental development in linguistics, n.e.c."
3,Class,RDF60203,Literature and literary studies,This class comprises research and experimental development in literature and literary studies.
4,Subclass (Field),RDF6020301,Canadian literatures in English,This subclass comprises research and experimental development in Canadian literatures in English.
4,Subclass (Field),RDF6020302,Quebec literatures,This subclass comprises research and experimental development in Quebec literatures.
4,Subclass (Field),RDF6020303,Indigenous literatures,This subclass comprises research and experimental development in Indigenous literatures.
4,Subclass (Field),RDF6020304,Literatures in French outside Quebec,This subclass comprises research and experimental development in literatures in French outside Quebec.
4,Subclass (Field),RDF6020305,British literatures,This subclass comprises research and experimental development in British literatures.
4,Subclass (Field),RDF6020306,Greek and roman literatures,This subclass comprises research and experimental development in Greek and roman literatures.
4,Subclass (Field),RDF6020307,Chinese literatures,This subclass comprises research and experimental development in Chinese literatures.
4,Subclass (Field),RDF6020308,Arabic literatures,This subclass comprises research and experimental development in Arabic literatures.
4,Subclass (Field),RDF6020309,African literatures,This subclass comprises research and experimental development in African literatures.
4,Subclass (Field),RDF6020310,Old English literatures,This subclass comprises research and experimental development in old English literatures.
4,Subclass (Field),RDF6020311,Medieval Literatures,This subclass comprises research and experimental development in Medieval Literatures.
4,Subclass (Field),RDF6020312,Victorian literatures,This subclass comprises research and experimental development in Victorian literatures.
4,Subclass (Field),RDF6020313,Twentieth-century British literatures,This subclass comprises research and experimental development in Twentieth-century British literatures.
4,Subclass (Field),RDF6020314,Contemporary British literatures,This subclass comprises research and experimental development in contemporary British literatures.
4,Subclass (Field),RDF6020315,Irish literatures,This subclass comprises research and experimental development in Irish literatures.
4,Subclass (Field),RDF6020316,American literatures,This subclass comprises research and experimental development in American literatures.
4,Subclass (Field),RDF6020317,Latin American literatures,This subclass comprises research and experimental development in Latin American literatures.
4,Subclass (Field),RDF6020318,Caribbean literatures,This subclass comprises research and experimental development in Caribbean literatures.
4,Subclass (Field),RDF6020319,South Asian literatures,This subclass comprises research and experimental development in South Asian literatures.
4,Subclass (Field),RDF6020320,"Australia, New Zealand, and New South Wales literatures","This subclass comprises research and experimental development in Australia, New Zealand, and New South Wales literatures."
4,Subclass (Field),RDF6020321,Postcolonial literatures,This subclass comprises research and experimental development in postcolonial literatures.
4,Subclass (Field),RDF6020322,Renaissance literatures,This subclass comprises research and experimental development in renaissance literatures.
4,Subclass (Field),RDF6020323,Classical literatures,This subclass comprises research and experimental development in classical literatures.
4,Subclass (Field),RDF6020324,Contemporary literatures,This subclass comprises research and experimental development in contemporary literatures.
4,Subclass (Field),RDF6020325,Science fiction and fantasy literatures,This subclass comprises research and experimental development in science fiction and fantasy literatures.
4,Subclass (Field),RDF6020326,Children's literatures,This subclass comprises research and experimental development in children's literatures.
4,Subclass (Field),RDF6020327,Literature and critical theory,This subclass comprises research and experimental development in literature and critical theory.
4,Subclass (Field),RDF6020328,Intellectual history in literary studies,This subclass comprises research and experimental development in intellectual history in literary studies.
4,Subclass (Field),RDF6020329,Comparative literatures,This subclass comprises research and experimental development in comparative literatures.
4,Subclass (Field),RDF6020330,Electronic literatures,This subclass comprises research and experimental development in electronic literatures.
4,Subclass (Field),RDF6020399,"Literature and literary studies, n.e.c.","This subclass comprises research and experimental development in literature and literary studies, n.e.c."
3,Class,RDF60299,Other languages and literature,This class comprises research and experimental development in other languages and literature.
4,Subclass (Field),RDF6029999,Other languages and literature,"This subclass comprises research and experimental development in other languages and literature, n.e.c."
2,Group,RDF603,Philosophy,This group comprises research and experimental development in philosophy (including ethics and religion).
3,Class,RDF60301,Philosophy (except philosophy of specific fields),This class comprises research and experimental development in philosophy (except philosophy of specific fields).
4,Subclass (Field),RDF6030101,Aesthetics,This subclass comprises research and experimental development in aesthetics.
4,Subclass (Field),RDF6030102,Environmental philosophy,This subclass comprises research and experimental development in environmental philosophy.
4,Subclass (Field),RDF6030103,Epistemology,This subclass comprises research and experimental development in epistemology and philosophy of science.
4,Subclass (Field),RDF6030104,Feminist philosophy,This subclass comprises research and experimental development in feminist philosophy.
4,Subclass (Field),RDF6030105,Philosophy of sexuality,This subclass comprises research and experimental development in philosophy of sexuality.
4,Subclass (Field),RDF6030106,Logic,This subclass comprises research and experimental development in logic.
4,Subclass (Field),RDF6030107,Metaphysics,This subclass comprises research and experimental development in metaphysics.
4,Subclass (Field),RDF6030108,Phenomenology,This subclass comprises research and experimental development in phenomenology.
4,Subclass (Field),RDF6030109,Philosophical psychology (including moral psychology and philosophy of action),This subclass comprises research and experimental development in philosophical psychology (including moral psychology and philosophy of action).
4,Subclass (Field),RDF6030110,Philosophy of cognition,This subclass comprises research and experimental development in philosophy of cognition.
4,Subclass (Field),RDF6030111,Philosophy of language,This subclass comprises research and experimental development in philosophy of language.
4,Subclass (Field),RDF6030112,Philosophy of mind (except cognition),This subclass comprises research and experimental development in philosophy of mind (except cognition).
4,Subclass (Field),RDF6030113,Philosophy of religion,This subclass comprises research and experimental development in philosophy of religion.
4,Subclass (Field),RDF6030114,Philosophy of specific cultures (including comparative philosophy),This subclass comprises research and experimental development in philosophy of specific cultures (including comparative philosophy).
4,Subclass (Field),RDF6030115,Philosophy of law,This subclass comprises research and experimental development in philosophy of law.
4,Subclass (Field),RDF6030116,Social philosophy,This subclass comprises research and experimental development in social philosophy.
4,Subclass (Field),RDF6030117,Postcolonial philosophy,This subclass comprises research and experimental development in postcolonial philosophy.
4,Subclass (Field),RDF6030118,Political philosophy,This subclass comprises research and experimental development in political philosophy.
4,Subclass (Field),RDF6030119,Critical theory in philosophy,This subclass comprises research and experimental development in critical theory in philosophy.
4,Subclass (Field),RDF6030120,Contemporary philosophy,This subclass comprises research and experimental development in contemporary philosophy.
